"ID","Player","Team","Position","Prim Pos","RkOv","Status","Opponent","Salary","FPts","FP/G","%D","ADP","Ros","+/-"
"*06v0k*","Alan Browne","SUN","M","M","426","FA","@IPS Sat 2:00PM","2,500","0","0","0","-","0%","0%"
"*06uzw*","Alex Cairns","LEE","G","G","431","FA","@NOT Sat 2:00PM","2,500","0","0","0","-","0%","-1%"
"*06yxd*","Rhys Chadwick","LEE","M","M","434","FA","@NOT Sat 2:00PM","2,500","0","0","0","-","1%","0%"
"*06v00*","Sam Chambers","LEE","M","M","436","FA","@NOT Sat 2:00PM","2,500","0","0","0","-","1%","0%"
"*06crn*","Toby Collyer","MUN","M","M","443","FA","@HUL Sat 11:30AM","2,500","0","0","0","-","1%","-1%"
"*06jb3*","Ted Curd","CHE","G","G","450","FA","@FUL Mon 7:00PM","2,500","0","0","5","285.7","2%","0%"
"*05rfp*","Harvey Davies","LIV","G","G","452","FA","@NEW Sun 3:30PM","2,500","0","0","0","-","1%","0%"
"*056as*","William Dennis","BOU","G","G","455","FA","@MCI Sun 1:00PM","2,500","0","0","0","-","0%","0%"
"*066t3*","Jamie Donley","TOT","M,F","F","461","FA","@BRF Sat 4:30PM","2,500","0","0","0","-","0%","0%"
"*06kyw*","Claudio Echeverri","MCI","M","M","467","FA","BOU Sun 1:00PM","2,500","0","0","0","-","1%","0%"
"*06shp*","Landon Emenalo","CHE","D,M","D","471","FA","@FUL Mon 7:00PM","2,500","0","0","1","292.2","1%","-1%"
"*066j4*","Mateo Joseph","LEE","F","F","474","FA","@NOT Sat 2:00PM","2,500","0","0","0","-","0%","0%"
"*067z4*","David Datro Fofana","CHE","F","F","477","FA","@FUL Mon 7:00PM","2,500","0","0","0","-","0%","0%"
"*02ltw*","Fraser Forster","BOU","G","G","478","FA","@MCI Sun 1:00PM","2,500","0","0","0","-","0%","0%"
"*06exa*","Matheus Franca","CRY","F","F","480","FA","@EVE Sat 2:00PM","2,500","0","0","0","-","1%","0%"
"*05n3u*","Joe Gelhardt","LEE","F","F","485","FA","@NOT Sat 2:00PM","2,500","0","0","4","289.3","2%","-1%"
"*073vo*","Finn Geragusyan","SUN","F","F","486","FA","@IPS Sat 2:00PM","2,500","0","0","0","-","0%","0%"
"*05n09*","Mark Gillespie","NEW","G","G","488","FA","LIV Sun 3:30PM","2,500","0","0","0","-","0%","0%"
"*072iu*","Braiden Graham","EVE","F","F","490","FA","CRY Sat 2:00PM","2,500","0","0","0","-","0%","0%"
"*062du*","Darko Gyabi","HUL","M","M","494","FA","MUN Sat 11:30AM","2,500","0","0","0","-","0%","0%"
"*072x9*","Tye Hall","TOT","M","M","496","FA","@BRF Sat 4:30PM","2,500","0","0","0","-","0%","0%"
"*06lvm*","Tyrese Hall","TOT","M","M","497","FA","@BRF Sat 4:30PM","2,500","0","0","0","-","0%","0%"
"*06qvv*","Malachi Hardy","TOT","D","D","499","FA","@BRF Sat 4:30PM","2,500","0","0","0","-","0%","0%"
"*06h1g*","Aidan Harris","NEW","G","G","500","FA","LIV Sun 3:30PM","2,500","0","0","1","290.9","1%","0%"
"*03dwz*","Tom Heaton","MUN","G","G","503","FA","@HUL Sat 11:30AM","2,500","0","0","1","288.7","1%","-1%"
"*06nbw*","Jaden Heskey","MCI","F","F","506","FA","BOU Sun 1:00PM","2,500","0","0","2","288.5","1%","+1%"
"*072x7*","Ife Ibrahim","ARS","M","M","513","FA","COV Fri 7:00PM","2,500","0","0","0","-","0%","0%"
"*06mnb*","Samuel Iling-Junior","AVL","F","F","514","FA","@BHA Sun 1:00PM","2,500","0","0","0","-","1%","0%"
"*06nva*","Mofe Jemide","CRY","D","D","521","FA","@EVE Sat 2:00PM","2,500","0","0","0","-","0%","0%"
"*070ep*","Jaydon Jones","SUN","M","M","524","FA","@IPS Sat 2:00PM","2,500","0","0","0","-","0%","0%"
"*070eo*","Jenson Jones","SUN","D,M","M","525","FA","@IPS Sat 2:00PM","2,500","0","0","0","-","0%","0%"
"*06pms*","Ismeal Kabia","ARS","F","F","527","FA","COV Fri 7:00PM","2,500","0","0","0","-","0%","0%"
"*062cl*","Issa Kabore","MCI","D","D","528","FA","BOU Sun 1:00PM","2,500","0","0","0","-","0%","0%"
"*072b6*","Ryan Kavuma-McQueen","CHE","F","F","531","FA","@FUL Mon 7:00PM","2,500","0","0","2","290","1%","0%"
"*06dpv*","Omari Kellyman","CHE","M","M","532","FA","@FUL Mon 7:00PM","2,500","0","0","0","-","1%","0%"
"*06ygl*","George King","CRY","D","D","535","FA","@EVE Sat 2:00PM","2,500","0","0","0","-","0%","0%"
"*06ils*","Yunus Konak","BRF","M","M","539","FA","TOT Sat 4:30PM","2,500","0","0","0","-","1%","+1%"
"*06mgn*","Rio Kyerematen","TOT","M","M","542","FA","@BRF Sat 4:30PM","2,500","0","0","0","-","0%","0%"
"*06zbw*","Benjamin Lecomte","FUL","G","G","545","FA","CHE Mon 7:00PM","2,500","0","0","0","-","0%","0%"
"*0701y*","Giovanni Leoni","LIV","D","D","546","FA","@NEW Sun 3:30PM","2,500","0","0","1","291.2","3%","-1%"
"*06yb8*","Diego Leon","MUN","D","D","547","FA","@HUL Sat 11:30AM","2,500","0","0","0","-","1%","-1%"
"*072mq*","Brian Madjo","AVL","F","F","553","FA","@BHA Sun 1:00PM","2,500","0","0","2","290","100%","+97%"
"*06yxc*","Rory Mahady","LEE","G","G","555","FA","@NOT Sat 2:00PM","2,500","0","0","0","-","0%","0%"
"*05ubh*","Remi Matthews","CRY","G","G","559","FA","@EVE Sat 2:00PM","2,500","0","0","0","-","0%","0%"
"*0722t*","Ryan McAidoo","MCI","F","F","562","FA","BOU Sun 1:00PM","2,500","0","0","0","-","1%","0%"
"*05rbn*","Thomas McGill","BHA","G","G","566","FA","AVL Sun 1:00PM","2,500","0","0","0","-","0%","0%"
"*06ews*","Dermot Mee","MUN","G","G","568","FA","@HUL Sat 11:30AM","2,500","0","0","2","290.3","1%","-1%"
"*06mgk*","Jayden Meghoma","BRF","D","D","569","FA","TOT Sat 4:30PM","2,500","0","0","0","-","1%","0%"
"*05mzt*","Illan Meslier","ARS","G","G","573","FA","COV Fri 7:00PM","2,500","0","0","0","-","1%","0%"
"*06nbu*","Stephen Mfuni","MCI","D","D","575","FA","BOU Sun 1:00PM","2,500","0","0","0","-","1%","0%"
"*06lox*","Mikey Moore","TOT","F","F","582","FA","@BRF Sat 4:30PM","2,500","0","0","0","-","2%","-2%"
"*033l8*","Simon Moore","SUN","G","G","583","FA","@IPS Sat 2:00PM","2,500","0","0","0","-","0%","0%"
"*06rkq*","Kieran Morrison","LIV","M","M","585","FA","@NEW Sun 3:30PM","2,500","0","0","0","-","1%","0%"
"*06on6*","Anthony Munda","NEW","M","M","588","FA","LIV Sun 3:30PM","2,500","0","0","0","-","0%","0%"
"*06phr*","Gustavo Nunes","BRF","F","F","594","FA","TOT Sat 4:30PM","2,500","0","0","0","-","1%","0%"
"*06v0w*","Trey Ogunsuyi","SUN","F","F","600","FA","@IPS Sat 2:00PM","2,500","0","0","0","-","0%","0%"
"*062ow*","David Ozoh","CRY","M","M","603","FA","@EVE Sat 2:00PM","2,500","0","0","0","-","0%","0%"
"*073ac*","Ceadach O'Neill","ARS","F","F","604","FA","COV Fri 7:00PM","2,500","0","0","0","-","1%","0%"
"*06zc0*","Park Seung-Soo","NEW","F","F","608","FA","LIV Sun 3:30PM","2,500","0","0","0","-","1%","0%"
"*06uzt*","Mike Penders","CHE","G","G","610","FA","@FUL Mon 7:00PM","2,500","0","0","3","288.8","3%","-1%"
"*05rjn*","Jesurun Rak-Sakyi","CRY","M,F","M","620","FA","@EVE Sat 2:00PM","2,500","0","0","0","-","1%","0%"
"*061z5*","Calvin Ramsay","LIV","D","D","623","FA","@NEW Sun 3:30PM","2,500","0","0","0","-","1%","0%"
"*06r3w*","Remy Rees-Dottin","BOU","F","F","625","FA","@MCI Sun 1:00PM","2,500","0","0","0","-","1%","0%"
"*062op*","Omar Richards","NOT","D","D","626","FA","LEE Sat 2:00PM","2,500","0","0","0","-","0%","0%"
"*06prt*","Triston Rowe","AVL","D","D","628","FA","@BHA Sun 1:00PM","2,500","0","0","0","-","0%","-"
"*06zbn*","Marli Salmon","ARS","D","D","634","FA","COV Fri 7:00PM","2,500","0","0","0","-","1%","-1%"
"*073ab*","Floyd Samba","MCI","M","M","635","FA","BOU Sun 1:00PM","2,500","0","0","0","-","1%","-1%"
"*06nk0*","Tommy Setford","ARS","G","G","645","FA","COV Fri 7:00PM","2,500","0","0","0","-","0%","0%"
"*06on5*","Leo Shahar","NEW","D","D","646","FA","LIV Sun 3:30PM","2,500","0","0","0","-","1%","0%"
"*05xtr*","Teddy Sharman-Lowe","CHE","G","G","647","FA","@FUL Mon 7:00PM","2,500","0","0","1","290.2","0%","0%"
"*073b0*","Ollie Shield","BRF","D","D","648","FA","TOT Sat 4:30PM","2,500","0","0","0","-","0%","0%"
"*06xzp*","Luis Semedo","SUN","F","F","649","FA","@IPS Sat 2:00PM","2,500","0","0","0","-","0%","0%"
"*06zqi*","Joshua Stephenson","BRF","D","D","655","FA","TOT Sat 4:30PM","2,500","0","0","0","-","1%","0%"
"*06ya6*","Kota Takai","TOT","D","D","661","FA","@BRF Sat 4:30PM","2,500","0","0","0","-","0%","0%"
"*0372y*","Matt Targett","HUL","D","D","662","FA","MUN Sat 11:30AM","2,500","0","0","0","-","2%","-1%"
"*06zc8*","Tynan Thompson","MUN","F","F","668","FA","@HUL Sat 11:30AM","2,500","0","0","0","-","0%","0%"
"*06v0b*","Jim Thwaites","MUN","M","M","669","FA","@HUL Sat 11:30AM","2,500","0","0","0","-","1%","0%"
"*06v0x*","Tymur Tutierov","SUN","F","F","677","FA","@IPS Sat 2:00PM","2,500","0","0","0","-","0%","0%"
"*061z3*","Fabio Vieira","ARS","M","M","680","FA","COV Fri 7:00PM","2,500","0","0","2","289.7","1%","0%"
"*06v0y*","Luka Vuskovic","BHA","D","D","681","FA","AVL Sun 1:00PM","2,500","0","0","98","113.3","87%","+1%"
"*06rrq*","Reggie Walsh","CHE","M","M","683","FA","@FUL Mon 7:00PM","2,500","0","0","0","-","1%","0%"
"*06l4c*","Ethan Wheatley","MUN","F","F","686","FA","@HUL Sat 11:30AM","2,500","0","0","0","-","1%","0%"
"*070eq*","Jack Whittaker","SUN","M","M","687","FA","@IPS Sat 2:00PM","2,500","0","0","0","-","0%","0%"
"*062pa*","Joseph Whitworth","CRY","G","G","688","FA","@EVE Sat 2:00PM","2,500","0","0","0","-","0%","0%"
"*06muh*","Ethan Williams","MUN","M,F","M","689","FA","@HUL Sat 11:30AM","2,500","0","0","0","-","0%","0%"
"*06qq9*","Luca Williams-Barnett","TOT","M","M","690","FA","@BRF Sat 4:30PM","2,500","0","0","0","-","2%","-1%"
"*05wwd*","Joshua Wilson-Esbrand","MCI","D","D","692","FA","BOU Sun 1:00PM","2,500","0","0","0","-","1%","0%"
"*06avm*","James Wright","AVL","G","G","696","FA","@BHA Sun 1:00PM","2,500","0","0","0","-","0%","-"
"*06zrt*","Will Wright","LIV","F","F","697","FA","@NEW Sun 3:30PM","2,500","0","0","1","290.7","1%","0%"
"*06msb*","Malick Yalcouye","BHA","M","M","698","FA","AVL Sun 1:00PM","2,500","0","0","0","-","1%","0%"
"*06mnd*","Eric da Silva Moreira","NOT","F","F","703","FA","LEE Sat 2:00PM","2,500","0","0","0","-","1%","0%"
"*06r9x*","Vitor Reis","MCI","D","D","705","FA","BOU Sun 1:00PM","2,500","0","0","0","-","1%","0%"
"*072mp*","Kaye Furo","BRF","F","F","709","FA","TOT Sat 4:30PM","2,500","-0.43","-0.43","0","-","1%","0%"
"*051kg*","Max Aarons","BOU","D","D","386","FA","@MCI Sun 1:00PM","2,000","0","0","0","-","0%","0%"
"*07851*","Joshua Abe","LIV","F","F","387","FA","@NEW Sun 3:30PM","2,000","0","0","2","288.4","1%","+1%"
"*0786a*","Demiane Agustien","ARS","M","M","389","FA","COV Fri 7:00PM","2,000","0","0","0","-","0%","0%"
"*06q2h*","Damola Ajayi","TOT","F","F","390","FA","@BRF Sat 4:30PM","2,000","0","0","0","-","0%","0%"
"*03ksl*","Semi Ajayi","HUL","D","D","391","FA","MUN Sat 11:30AM","2,000","0","0","0","-","2%","0%"
"*076dr*","David Akintola","HUL","M,F","M","393","FA","MUN Sat 11:30AM","2,000","0","0","0","-","0%","0%"
"*0326x*","Chuba Akpom","IPS","F","F","394","FA","SUN Sat 2:00PM","2,000","0","0","1","290.6","1%","0%"
"*02lkt*","Ali Al-Hamadi","IPS","F","F","395","FA","SUN Sat 2:00PM","2,000","0","0","0","-","0%","0%"
"*0784i*","Aurele Amenda","COV","D","D","398","FA","@ARS Fri 7:00PM","2,000","0","0","0","-","1%","0%"
"*02lzt*","Keith Andrews","COV","M","M","399","FA","@ARS Fri 7:00PM","2,000","0","0","0","-","0%","0%"
"*078i7*","Ronald Araujo","LIV","D","D","402","FA","@NEW Sun 3:30PM","2,000","0","0","62","198.1","17%","-"
"*06v08*","Daniel Armer","MUN","D","D","403","FA","@HUL Sat 11:30AM","2,000","0","0","0","-","0%","0%"
"*078fx*","Owen Asemota","AVL","G","G","404","FA","@BHA Sun 1:00PM","2,000","0","0","0","-","0%","-"
"*078gc*","Caelan Avenell","BRF","D","D","406","FA","TOT Sat 4:30PM","2,000","0","0","0","-","0%","-"
"*07853*","Juma Bah","MCI","D","D","409","FA","BOU Sun 1:00PM","2,000","0","0","2","287.5","1%","+1%"
"*07859*","Aladji Bamba","NEW","M","M","412","FA","LIV Sun 3:30PM","2,000","0","0","10","281.6","4%","+3%"
"*06j20*","Valentin Barco","CHE","D,M","D","413","FA","@FUL Mon 7:00PM","2,000","0","0","15","272","7%","+3%"
"*076dq*","Mohamed Belloumi","HUL","M,F","M","414","FA","MUN Sat 11:30AM","2,000","0","0","77","192.8","46%","-4%"
"*0784l*","Lucca Benetton","CRY","G","G","416","FA","@EVE Sat 2:00PM","2,000","0","0","0","-","0%","0%"
"*02lpi*","Jake Bidwell","COV","D","D","419","FA","@ARS Fri 7:00PM","2,000","0","0","0","-","0%","0%"
"*06xzi*","Tyler Bindon","NOT","D","D","420","FA","LEE Sat 2:00PM","2,000","0","0","2","289.6","1%","0%"
"*0784j*","Raphael Borges Rodrigues","COV","F","F","421","FA","@ARS Fri 7:00PM","2,000","0","0","0","-","0%","0%"
"*06ewm*","Alex Borto","FUL","G","G","422","FA","CHE Mon 7:00PM","2,000","0","0","0","-","0%","-"
"*076d1*","Miguel Angel Brau","COV","D","D","424","FA","@ARS Fri 7:00PM","2,000","0","0","0","-","0%","0%"
"*0784h*","Harvey Broad","COV","D","D","425","FA","@ARS Fri 7:00PM","2,000","0","0","0","-","0%","0%"
"*05uhr*","Finley Burns","MCI","D","D","427","FA","BOU Sun 1:00PM","2,000","0","0","0","-","0%","0%"
"*032aa*","Jack Butland","HUL","G","G","428","FA","MUN Sat 11:30AM","2,000","0","0","9","284.5","6%","-4%"
"*02t13*","David Button","IPS","G","G","429","FA","SUN Sat 2:00PM","2,000","0","0","2","289.5","1%","0%"
"*0785p*","Harry Byrne","TOT","M","M","430","FA","@BRF Sat 4:30PM","2,000","0","0","0","-","0%","0%"
"*06rlf*","Eiran Cashin","BHA","D","D","432","FA","AVL Sun 1:00PM","2,000","0","0","0","-","0%","0%"
"*078hj*","Max-Edgar Chabot","MCI","G","G","433","FA","BOU Sun 1:00PM","2,000","0","0","0","-","0%","-"
"*062p1*","Luke Chambers","LIV","D","D","435","FA","@NEW Sun 3:30PM","2,000","0","0","0","-","0%","0%"
"*05uhq*","Shea Charles","FUL","D,M","D","437","FA","CHE Mon 7:00PM","2,000","0","0","0","-","0%","-"
"*06mgh*","Dylan Charlton","NEW","D","D","438","FA","LIV Sun 3:30PM","2,000","0","0","0","-","0%","0%"
"*078le*","Pep Chavarria","CHE","D","D","439","FA","@FUL Mon 7:00PM","2,000","0","0","-","-","-","-"
"*07847*","Modou Cisse","AVL","D,M","M","440","FA","@BHA Sun 1:00PM","2,000","0","0","0","-","0%","0%"
"*05ubt*","Harry Clarke","IPS","D","D","441","FA","SUN Sat 2:00PM","2,000","0","0","0","-","0%","0%"
"*05244*","Jack Clarke","IPS","M,F","M","442","FA","SUN Sat 2:00PM","2,000","0","0","9","283","7%","+1%"
"*0784w*","Emersonn","IPS","F","F","444","FA","SUN Sat 2:00PM","2,000","0","0","27","261.6","13%","+3%"
"*076dg*","Lewie Coyle","HUL","D","D","445","FA","MUN Sat 11:30AM","2,000","0","0","0","-","2%","0%"
"*064oo*","Amario Cozier-Duberry","BHA","M","M","446","FA","AVL Sun 1:00PM","2,000","0","0","0","-","0%","0%"
"*07857*","Luke Craggs","NEW","D","D","447","FA","LIV Sun 3:30PM","2,000","0","0","0","-","0%","0%"
"*075zi*","Alfie Cresswell","LEE","M","M","448","FA","@NOT Sat 2:00PM","2,000","0","0","0","-","1%","0%"
"*076dn*","Matt Crooks","HUL","M","M","449","FA","MUN Sat 11:30AM","2,000","0","0","2","291.6","3%","-2%"
"*0784k*","Aidan Dausch","COV","F","F","451","FA","@ARS Fri 7:00PM","2,000","0","0","0","-","0%","0%"
"*05nil*","Leif Davis","IPS","D","D","453","FA","SUN Sat 2:00PM","2,000","0","0","84","174.1","49%","-1%"
"*06ewn*","Luc De Fougerolles","FUL","D","D","454","FA","CHE Mon 7:00PM","2,000","0","0","0","-","0%","-"
"*0784u*","Enis Destan","HUL","F","F","456","FA","MUN Sat 11:30AM","2,000","0","0","0","-","0%","0%"
"*07854*","Jacob Devaney","MUN","M","M","457","FA","@HUL Sat 11:30AM","2,000","0","0","0","-","0%","0%"
"*0784d*","Calvin Diakite","CHE","D","D","458","FA","@FUL Mon 7:00PM","2,000","0","0","2","288.6","1%","0%"
"*0785m*","Charlie Dinsdale","SUN","M","M","459","FA","@IPS Sat 2:00PM","2,000","0","0","0","-","0%","0%"
"*078j4*","Ousmane Diomande","NOT","D","D","460","FA","LEE Sat 2:00PM","2,000","0","0","10","274.4","2%","-"
"*076cw*","Oliver Dovin","COV","G","G","463","FA","@ARS Fri 7:00PM","2,000","0","0","1","291","1%","-1%"
"*03m5h*","Kieran Dowell","HUL","M","M","464","FA","MUN Sat 11:30AM","2,000","0","0","0","-","0%","0%"
"*05roa*","Cody Drameh","HUL","D","D","465","FA","MUN Sat 11:30AM","2,000","0","0","0","-","0%","0%"
"*076d6*","Josh Eccles","COV","M","M","466","FA","@ARS Fri 7:00PM","2,000","0","0","0","-","2%","-1%"
"*02m5l*","John Egan","HUL","D","D","468","FA","MUN Sat 11:30AM","2,000","0","0","2","290.7","2%","0%"
"*076dx*","Sindre Egeli","IPS","M,F","M","469","FA","SUN Sat 2:00PM","2,000","0","0","1","290.7","1%","0%"
"*076kg*","Emmanuel Emegha","CHE","F","F","470","FA","@FUL Mon 7:00PM","2,000","0","0","15","276.3","7%","-5%"
"*06mgd*","Abdul Fatawu","IPS","F","F","472","FA","SUN Sat 2:00PM","2,000","0","0","90","148.1","50%","+8%"
"*05vyj*","Evan Ferguson","BHA","F","F","473","FA","AVL Sun 1:00PM","2,000","0","0","0","-","1%","0%"
"*0785f*","Matheos Ferreira","NEW","F","F","475","FA","LIV Sun 3:30PM","2,000","0","0","0","-","0%","0%"
"*0785b*","Rory Finneran","NEW","M","M","476","FA","LIV Sun 3:30PM","2,000","0","0","0","-","0%","0%"
"*078lg*","Harvey Foster","EVE","M","M","479","FA","CRY Sat 2:00PM","2,000","0","0","-","-","-","-"
"*06igq*","Benjamin Fredrick","BRF","D","D","481","FA","TOT Sat 4:30PM","2,000","0","0","0","-","0%","0%"
"*03mga*","Darnell Furlong","IPS","D","D","482","FA","SUN Sat 2:00PM","2,000","0","0","0","-","1%","0%"
"*07856*","Joseph Gabriel","MUN","F","F","483","FA","@HUL Sat 11:30AM","2,000","0","0","2","288.7","1%","0%"
"*07898*","Gonzalo Garcia","FUL","F","F","484","FA","CHE Mon 7:00PM","2,000","0","0","92","110.1","58%","+35%"
"*04sjv*","Ryan Giles","HUL","D","D","487","FA","MUN Sat 11:30AM","2,000","0","0","11","281.4","6%","-2%"
"*066rn*","Daniel Gore","MUN","M","M","489","FA","@HUL Sat 11:30AM","2,000","0","0","0","-","0%","0%"
"*06msc*","Jacob Greaves","IPS","D","D","491","FA","SUN Sat 2:00PM","2,000","0","0","9","285.3","5%","-1%"
"*078gd*","Andre Grey","BRF","M","M","492","FA","TOT Sat 4:30PM","2,000","0","0","0","-","0%","-"
"*03mfe*","Matt Grimes","COV","M","M","493","FA","@ARS Fri 7:00PM","2,000","0","0","23","263.8","14%","+2%"
"*0784p*","Hayden Hackney","EVE","M","M","495","FA","CRY Sat 2:00PM","2,000","0","0","89","152.8","59%","+8%"
"*06fg0*","Gustavo Hamer","COV","M","M","498","FA","@ARS Fri 7:00PM","2,000","0","0","-","-","-","-"
"*05rey*","Kaine Hayden","COV","D","D","501","FA","@ARS Fri 7:00PM","2,000","0","0","0","-","0%","0%"
"*078gh*","Fred Heath","MUN","G","G","502","FA","@HUL Sat 11:30AM","2,000","0","0","0","-","0%","-"
"*0785x*","Matty Henderson-Hall","MCI","D","D","504","FA","BOU Sun 1:00PM","2,000","0","0","0","-","0%","0%"
"*078ml*","Lucas Herrington","HUL","D","D","505","FA","MUN Sat 11:30AM","2,000","0","0","-","-","-","-"
"*05m47*","George Hirst","IPS","F","F","507","FA","SUN Sat 2:00PM","2,000","0","0","10","283.4","4%","-3%"
"*078fz*","Jens Hjerto-Dahl","HUL","M","M","508","FA","MUN Sat 11:30AM","2,000","0","0","0","-","1%","-"
"*078lh*","Solomon Honor","MUN","G","G","509","FA","@HUL Sat 11:30AM","2,000","0","0","-","-","-","-"
"*0788g*","Lukas Hornicek","NEW","G","G","510","FA","LIV Sun 3:30PM","2,000","0","0","11","279.9","9%","+4%"
"*076dh*","Charlie Hughes","HUL","D","D","511","FA","MUN Sat 11:30AM","2,000","0","0","6","286","4%","-2%"
"*06mg4*","Cameron Humphreys","IPS","M","M","512","FA","SUN Sat 2:00PM","2,000","0","0","0","-","0%","0%"
"*06cm1*","Nicolas Jackson","CHE","F","F","515","FA","@FUL Mon 7:00PM","2,000","0","0","-","-","0%","0%"
"*076di*","Matty Jacob","HUL","D","D","516","FA","MUN Sat 11:30AM","2,000","0","0","0","-","0%","0%"
"*0784z*","Jeremy Jacquet","LIV","D","D","517","FA","@NEW Sun 3:30PM","2,000","0","0","68","192.8","49%","+4%"
"*076ki*","Ewen Jaouen","NEW","G","G","518","FA","LIV Sun 3:30PM","2,000","0","0","0","-","1%","-1%"
"*052ce*","Vitezslav Jaros","LIV","G","G","519","FA","@NEW Sun 3:30PM","2,000","0","0","0","-","0%","0%"
"*05s00*","Daniel Jebbison","BOU","F","F","520","FA","@MCI Sun 1:00PM","2,000","0","0","0","-","0%","0%"
"*04mcg*","Ben Johnson","IPS","D","D","522","FA","SUN Sat 2:00PM","2,000","0","0","0","-","0%","0%"
"*078gi*","Henry Johnson","NEW","D","D","523","FA","LIV Sun 3:30PM","2,000","0","0","0","-","0%","-"
"*0786b*","Theo Julienne","ARS","M","M","526","FA","COV Fri 7:00PM","2,000","0","0","2","290.2","0%","0%"
"*06s7v*","Jaydan Kamason","MUN","D","D","529","FA","@HUL Sat 11:30AM","2,000","0","0","0","-","0%","0%"
"*07855*","Enzo Kana Biyik","MUN","F","F","530","FA","@HUL Sat 11:30AM","2,000","0","0","0","-","0%","0%"
"*06dpw*","Kim Ji-Soo","BRF","D","D","533","FA","TOT Sat 4:30PM","2,000","0","0","0","-","1%","0%"
"*0785i*","Ben Kindon","SUN","D","D","534","FA","@IPS Sat 2:00PM","2,000","0","0","0","-","0%","0%"
"*05o6g*","Cedric Kipre","IPS","D","D","537","FA","SUN Sat 2:00PM","2,000","0","0","0","-","1%","0%"
"*076cz*","Liam Kitching","COV","D","D","538","FA","@ARS Fri 7:00PM","2,000","0","0","22","270","9%","-1%"
"*06do4*","Louie Koumas","LIV","F","F","540","FA","@NEW Sun 3:30PM","2,000","0","0","0","-","1%","0%"
"*0788c*","Freddie Lane","LEE","M","M","543","FA","@NOT Sat 2:00PM","2,000","0","0","0","-","0%","0%"
"*04h87*","Joel Latibeaudiere","COV","D","D","544","FA","@ARS Fri 7:00PM","2,000","0","0","0","-","0%","0%"
"*075sh*","Jayden Lienou","LEE","D","D","548","FA","@NOT Sat 2:00PM","2,000","0","0","0","-","0%","0%"
"*0785k*","Archie Lightfoot","SUN","M","M","549","FA","@IPS Sat 2:00PM","2,000","0","0","0","-","0%","0%"
"*0784q*","Thimothee Lo-Tutala","HUL","G","G","550","FA","MUN Sat 11:30AM","2,000","0","0","2","287.7","1%","0%"
"*076kd*","Costinha","BHA","D","D","551","FA","AVL Sun 1:00PM","2,000","0","0","0","-","1%","-1%"
"*078fy*","Luka Lynch","AVL","F","F","552","FA","@BHA Sun 1:00PM","2,000","0","0","0","-","0%","-"
"*0784x*","Daizen Maeda","IPS","F","F","554","FA","SUN Sat 2:00PM","2,000","0","0","94","121.2","70%","+17%"
"*07848*","Johan Manzambi","AVL","M","M","556","FA","@BHA Sun 1:00PM","2,000","0","0","97","77.5","80%","+20%"
"*076d9*","Ephron Mason-Clark","COV","M,F","M","557","FA","@ARS Fri 7:00PM","2,000","0","0","38","245.5","19%","-11%"
"*076dl*","Eliot Matazo","HUL","M","M","558","FA","MUN Sat 11:30AM","2,000","0","0","0","-","0%","0%"
"*076du*","Azor Matusiwa","IPS","M","M","560","FA","SUN Sat 2:00PM","2,000","0","0","0","-","2%","-2%"
"*078gf*","Theo Mawene","BRF","F","F","561","FA","TOT Sat 4:30PM","2,000","0","0","0","-","0%","-"
"*05y55*","Kasey McAteer","IPS","M","M","563","FA","SUN Sat 2:00PM","2,000","0","0","0","-","0%","0%"
"*0477b*","Oliver McBurnie","HUL","F","F","564","FA","MUN Sat 11:30AM","2,000","0","0","100","95.8","91%","-2%"
"*06do3*","James McConnell","LIV","M","M","565","FA","@NEW Sun 3:30PM","2,000","0","0","0","-","0%","0%"
"*03jlw*","Paddy McNair","HUL","D","D","567","FA","MUN Sat 11:30AM","2,000","0","0","1","290.4","1%","0%"
"*076dw*","Anis Mehmeti","IPS","M","M","570","FA","SUN Sat 2:00PM","2,000","0","0","2","289.7","1%","0%"
"*0785q*","Mason Melia","TOT","F","F","571","FA","@BRF Sat 4:30PM","2,000","0","0","0","-","0%","0%"
"*078mm*","Nobel Mendy","HUL","D","D","572","FA","MUN Sat 11:30AM","2,000","0","0","-","-","-","-"
"*0785j*","Thomas Meunier","SUN","D","D","574","FA","@IPS Sat 2:00PM","2,000","0","0","0","-","2%","0%"
"*078gg*","Jesse Middleton","BHA","M","M","576","FA","AVL Sun 1:00PM","2,000","0","0","0","-","0%","-"
"*0785c*","Mason Miley","NEW","M","M","577","FA","LIV Sun 3:30PM","2,000","0","0","0","-","0%","0%"
"*052h1*","Liam Millar","HUL","M,F","M","578","FA","MUN Sat 11:30AM","2,000","0","0","5","289.3","4%","0%"
"*0788b*","Callum Mills","LEE","M","M","579","FA","@NOT Sat 2:00PM","2,000","0","0","0","-","0%","0%"
"*0784o*","Oscar Mingueza","CRY","D","D","580","FA","@EVE Sat 2:00PM","2,000","0","0","52","220.4","28%","+7%"
"*06rmv*","Jeremy Monga","MCI","M,F","M","581","FA","BOU Sun 1:00PM","2,000","0","0","1","291.9","2%","0%"
"*0784r*","Hidemasa Morita","HUL","M","M","584","FA","MUN Sat 11:30AM","2,000","0","0","0","-","1%","0%"
"*0784y*","Tarik Muharemovic","LEE","D","D","587","FA","@NOT Sat 2:00PM","2,000","0","0","68","194.9","47%","+7%"
